PMF_Time_Start_UTC	PMF_Time_Stop_UTC	HOA	COA	BBOA	OOA1	OOA2
20/01/2021 8:34	20/01/2021 8:39	2.604756865	0.50785948	8.118244287	0.372111454	8.96303014
20/01/2021 8:39	20/01/2021 8:43	2.268306874	0.580549145	7.733962503	0.736537358	8.659232998
20/01/2021 8:43	20/01/2021 8:48	2.293421554	0.64203037	7.526302184	1.008539148	8.874109447
20/01/2021 8:48	20/01/2021 8:53	2.358079072	0.614156107	6.750319225	0.466866543	9.025561891
20/01/2021 8:53	20/01/2021 8:57	1.960655361	0.592427342	6.4159541	0.8978074	9.078233991
20/01/2021 8:57	20/01/2021 9:02	2.068130856	0.666551608	6.182741099	1.043456427	8.943530904
20/01/2021 9:02	20/01/2021 9:07	1.766065307	0.75695866	6.078122498	1.86607541	8.578047534
20/01/2021 9:07	20/01/2021 9:11	1.718522586	0.945851039	5.390791326	1.861174512	8.934581976
20/01/2021 9:11	20/01/2021 9:16	1.809774544	1.118135084	4.924197388	2.098219329	9.814726112
20/01/2021 9:16	20/01/2021 9:21	1.749878722	1.055658411	4.502097627	2.712869022	10.07763045
20/01/2021 9:21	20/01/2021 9:25	2.353755036	1.477932754	5.567884527	3.01980847	11.83888983
